UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,delta_Temp,omega,power,power_kW,wear_x_torque,pct_tool_life,rpm_x_torque,torque_sq,log_torque
2175,L49354,L,299.6,309.2,1572.0,33.4,20,0,0,0,0,0,0,9.599999999999966,164.61945504810515,5498.289798606712,5.498289798606712,668.0,0.09090909090909091,52504.799999999996,1115.56,3.5380565643793527
2176,M17035,M,299.5,309.2,1590.0,35.9,22,0,0,0,0,0,0,9.699999999999989,166.504410640259,5977.508341985298,5.977508341985298,789.8,0.1,57081.0,1288.81,3.6082115510464816
2177,M17036,M,299.6,309.3,1387.0,48.3,25,0,0,0,0,0,0,9.699999999999989,145.24630035096808,7015.396306951758,7.015396306951757,1207.5,0.11363636363636363,66992.09999999999,2332.89,3.8979240810486444
2178,M17037,M,299.6,309.2,1393.0,47.7,28,0,0,0,0,0,0,9.599999999999966,145.87461888168608,6958.219320656426,6.9582193206564265,1335.6000000000001,0.12727272727272726,66446.1,2275.2900000000004,3.885679030088544
2179,L49358,L,299.6,309.2,1602.0,37.3,31,0,0,0,0,0,0,9.599999999999966,167.76104770169496,6257.487079273222,6.257487079273222,1156.3,0.1409090909090909,59754.6,1391.2899999999997,3.6454498961866
2180,L49359,L,299.6,309.2,1601.0,33.3,33,0,0,0,0,0,0,9.599999999999966,167.6563279465753,5582.9557206209565,5.582955720620957,1098.8999999999999,0.15,53313.299999999996,1108.8899999999999,3.535145354171894
2181,H31594,H,299.6,309.2,1597.0,36.3,35,0,0,0,0,0,0,9.599999999999966,167.23744892609665,6070.719396017308,6.070719396017308,1270.5,0.1590909090909091,57971.1,1317.6899999999998,3.6189933266497696
2182,H31595,H,299.5,309.1,1548.0,44.3,40,0,0,0,0,0,0,9.600000000000023,162.10618092523333,7181.303814987836,7.181303814987836,1772.0,0.18181818181818182,68576.4,1962.4899999999998,3.8133070324889884
2183,M17042,M,299.5,309.2,1314.0,61.8,45,0,0,0,0,0,0,9.699999999999989,137.60175822723295,8503.788658442996,8.503788658442996,2781.0,0.20454545454545456,81205.2,3819.24,4.139955073474153
2184,M17043,M,299.6,309.3,1577.0,39.8,48,0,0,0,0,0,0,9.699999999999989,165.14305382370347,6572.693542183398,6.572693542183398,1910.3999999999999,0.21818181818181817,62764.6,1584.0399999999997,3.708682081410116
2185,L49364,L,299.8,309.4,1475.0,43.4,51,0,0,0,0,0,0,9.599999999999966,154.46163880149817,6703.63512398502,6.70363512398502,2213.4,0.2318181818181818,64015.0,1883.56,3.793239469438179
2186,L49365,L,299.8,309.4,1630.0,32.4,53,0,0,0,0,0,0,9.599999999999966,170.69320084504542,5530.459707379471,5.530459707379471,1717.1999999999998,0.2409090909090909,52812.0,1049.76,3.5085558999826545
2187,L49366,L,299.7,309.4,1445.0,42.9,55,0,0,0,0,0,0,9.699999999999989,151.32004614790836,6491.629979745268,6.491629979745269,2359.5,0.25,61990.5,1840.4099999999999,3.7819143200811256
2188,M17047,M,299.8,309.4,1439.0,47.4,57,0,0,0,0,0,0,9.599999999999966,150.6917276171904,7142.7878890548245,7.142787889054825,2701.7999999999997,0.2590909090909091,68208.59999999999,2246.7599999999998,3.8794998137225862
2189,L49368,L,299.7,309.3,1420.0,44.1,60,0,0,0,0,0,0,9.600000000000023,148.70205226991686,6557.760505103334,6.557760505103334,2646.0,0.2727272727272727,62622.0,1944.8100000000002,3.8088822465086327
2190,H31603,H,299.7,309.2,1554.0,41.6,62,0,0,0,0,0,0,9.5,162.73449945595127,6769.755177367573,6.769755177367573,2579.2000000000003,0.2818181818181818,64646.4,1730.5600000000002,3.751854253275325
2191,M17050,M,299.6,309.1,1471.0,44.3,67,0,0,0,0,0,0,9.5,154.04275978101953,6824.094258299165,6.824094258299165,2968.1,0.30454545454545456,65165.299999999996,1962.4899999999998,3.8133070324889884
2192,L49371,L,299.6,309.0,1648.0,33.6,70,0,0,0,0,0,0,9.399999999999977,172.57815643719928,5798.626056289896,5.798626056289896,2352.0,0.3181818181818182,55372.8,1128.96,3.543853682063679
2193,L49372,L,299.6,309.0,1472.0,48.8,72,0,0,0,0,0,0,9.399999999999977,154.14747953613917,7522.397001363591,7.522397001363591,3513.6,0.32727272727272727,71833.59999999999,2381.4399999999996,3.9080149840306073
2194,M17053,M,299.5,308.9,1448.0,42.9,74,0,0,0,0,0,0,9.399999999999977,151.63420541326735,6505.107412229169,6.50510741222917,3174.6,0.33636363636363636,62119.2,1840.4099999999999,3.7819143200811256
2195,M17054,M,299.6,308.9,1568.0,35.3,77,0,0,0,0,0,0,9.299999999999955,164.2005760276265,5796.280333775216,5.796280333775216,2718.1,0.35,55350.399999999994,1246.0899999999997,3.591817741270805
2196,L49375,L,299.6,308.9,1613.0,30.8,80,0,0,0,0,0,0,9.299999999999955,168.9129650080112,5202.519322246745,5.202519322246745,2464.0,0.36363636363636365,49680.4,948.6400000000001,3.459466289786131
2197,M17056,M,299.7,308.9,1551.0,35.4,82,0,0,0,0,0,0,9.199999999999989,162.42034019059233,5749.680042746968,5.749680042746968,2902.7999999999997,0.37272727272727274,54905.399999999994,1253.1599999999999,3.594568774642695
2198,L49377,L,299.7,309.0,1412.0,49.2,85,0,0,0,0,0,0,9.300000000000011,147.8642942289596,7274.923276064813,7.274923276064813,4182.0,0.38636363636363635,69470.40000000001,2420.6400000000003,3.9160150266976834
2199,M17058,M,299.7,308.9,1478.0,41.0,87,0,0,0,0,0,0,9.199999999999989,154.77579806685713,6345.8077207411425,6.345807720741142,3567.0,0.39545454545454545,60598.0,1681.0,3.7376696182833684
2200,M17059,M,299.8,309.1,1268.0,58.0,90,0,0,0,0,0,0,9.300000000000011,132.7846494917286,7701.509670520259,7.701509670520259,5220.0,0.4090909090909091,73544.0,3364.0,4.07753744390572
2201,L49380,L,299.8,309.1,1546.0,35.6,93,0,0,0,0,0,0,9.300000000000011,161.89674141499398,5763.523994373786,5.763523994373786,3310.8,0.42272727272727273,55037.600000000006,1267.3600000000001,3.6000482404073204
2202,L49381,L,299.8,309.0,1567.0,36.1,95,0,0,0,0,0,0,9.199999999999989,164.09585627250686,5923.860411437498,5.923860411437499,3429.5,0.4318181818181818,56568.700000000004,1303.21,3.6136169696133895
2203,M17062,M,299.9,309.2,1548.0,35.7,97,0,0,0,0,0,0,9.300000000000011,162.10618092523333,5787.190659030831,5.787190659030831,3462.9,0.4409090909090909,55263.600000000006,1274.4900000000002,3.6027767550605247
2204,L49383,L,299.8,309.0,1614.0,30.8,100,0,0,0,0,0,0,9.199999999999989,169.0176847631309,5205.744690704431,5.205744690704432,3080.0,0.45454545454545453,49711.200000000004,948.6400000000001,3.459466289786131
2205,M17064,M,299.7,309.1,1352.0,46.1,102,0,0,0,0,0,0,9.400000000000034,141.58110892178001,6526.889121294059,6.526889121294059,4702.2,0.4636363636363636,62327.200000000004,2125.21,3.8522730010223722
2206,L49385,L,299.9,309.2,1624.0,34.6,105,0,0,0,0,0,0,9.300000000000011,170.06488231432746,5884.24492807573,5.88424492807573,3633.0,0.4772727272727273,56190.4,1197.16,3.572345637857985
2207,L49386,L,299.9,309.2,1436.0,52.0,107,0,0,0,0,0,0,9.300000000000011,150.37756835183143,7819.633554295235,7.819633554295235,5564.0,0.4863636363636364,74672.0,2704.0,3.970291913552122
2208,L49387,L,299.8,309.2,1591.0,37.5,109,0,0,0,0,0,0,9.399999999999977,166.60913039537868,6247.842389826701,6.247842389826701,4087.5,0.4954545454545455,59662.5,1406.25,3.6506582412937387
2209,H31622,H,299.8,309.2,1435.0,42.6,111,0,0,0,0,0,0,9.399999999999977,150.27284859671178,6401.623350219922,6.401623350219922,4728.6,0.5045454545454545,61131.0,1814.7600000000002,3.775057150354989
2210,L49389,L,299.8,309.3,1386.0,49.4,116,0,0,0,0,0,0,9.5,145.14158059584844,7169.994081434913,7.169994081434913,5730.4,0.5272727272727272,68468.4,2440.3599999999997,3.919991175077323
2211,L49390,L,299.7,309.2,1401.0,54.1,118,0,0,0,0,0,0,9.5,146.71237692264333,7937.139591515004,7.937139591515004,6383.8,0.5363636363636364,75794.1,2926.81,4.009149716158869
2212,M17071,M,299.6,309.0,1245.0,64.0,120,0,0,0,0,0,0,9.399999999999977,130.3760951239764,8344.07008793449,8.34407008793449,7680.0,0.5454545454545454,79680.0,4096.0,4.174387269895637
2213,L49392,L,299.7,309.1,1475.0,40.0,123,0,0,0,0,0,0,9.400000000000034,154.46163880149817,6178.465552059926,6.178465552059926,4920.0,0.5590909090909091,59000.0,1600.0,3.713572066704308
2214,L49393,L,299.7,309.1,1473.0,39.4,125,0,0,0,0,0,0,9.400000000000034,154.25219929125885,6077.536652075599,6.077536652075599,4925.0,0.5681818181818182,58036.2,1552.36,3.6988297849671046
2215,H31628,H,299.7,309.2,1355.0,44.8,127,0,0,0,0,0,0,9.5,141.895268187139,6356.908014783828,6.356908014783827,5689.599999999999,0.5772727272727273,60703.99999999999,2007.0399999999997,3.8242840911201395
2216,H31629,H,299.7,309.2,1468.0,49.6,132,0,0,0,0,0,0,9.5,153.72860051566056,7624.938585576764,7.624938585576764,6547.2,0.6,72812.8,2460.1600000000003,3.92395157629342
2217,L49396,L,299.7,309.2,1645.0,30.8,137,0,0,0,0,0,0,9.5,172.26399717184032,5305.731112892682,5.3057311128926825,4219.6,0.6227272727272727,50666.0,948.6400000000001,3.459466289786131
2218,L49397,L,299.7,309.1,1347.0,55.3,139,0,0,0,0,0,0,9.400000000000034,141.05751014618173,7800.480311083849,7.80048031108385,7686.7,0.6318181818181818,74489.09999999999,3058.0899999999997,4.030694535145645
2219,L49398,L,299.7,309.1,1713.0,33.5,141,0,0,0,0,0,0,9.400000000000034,179.3849405199772,6009.395507419236,6.009395507419236,4723.5,0.6409090909090909,57385.5,1122.25,3.5409593240373143
2220,M17079,M,299.6,309.1,1435.0,48.4,143,0,0,0,0,0,0,9.5,150.27284859671178,7273.20587208085,7.27320587208085,6921.2,0.65,69454.0,2342.56,3.899950424193877
2221,M17080,M,299.6,309.0,1736.0,26.1,146,0,0,0,0,0,0,9.399999999999977,181.79349488772934,4744.8102165697355,4.744810216569736,3810.6000000000004,0.6636363636363637,45309.600000000006,681.21,3.299533727885655
2222,L49401,L,299.6,309.0,1372.0,60.4,149,0,0,0,0,0,0,9.399999999999977,143.67550402417322,8678.000443060062,8.678000443060062,8999.6,0.6772727272727272,82868.8,3648.16,4.117409835153096
2223,L49402,L,299.7,309.0,1605.0,33.0,151,0,0,0,0,0,0,9.300000000000011,168.07520696705393,5546.48182991278,5.54648182991278,4983.0,0.6863636363636364,52965.0,1089.0,3.5263605246161616
2224,L49403,L,299.6,309.0,1413.0,48.5,153,0,0,0,0,0,0,9.399999999999977,147.96901398407925,7176.4971782278435,7.1764971782278435,7420.5,0.6954545454545454,68530.5,2352.25,3.9019726695746444
2225,M17084,M,299.7,309.0,1645.0,31.9,155,0,0,0,0,0,0,9.300000000000011,172.26399717184032,5495.221509781706,5.4952215097817065,4944.5,0.7045454545454546,52475.5,1017.6099999999999,3.493472657771326
2226,M17085,M,299.7,309.0,1465.0,49.0,158,0,0,0,0,0,0,9.300000000000011,153.41444125030156,7517.307621264777,7.517307621264776,7742.0,0.7181818181818181,71785.0,2401.0,3.912023005428146
2227,M17086,M,299.6,308.9,1685.0,27.8,161,0,0,0,0,0,0,9.299999999999955,176.45278737662673,4905.387489070224,4.905387489070224,4475.8,0.7318181818181818,46843.0,772.84,3.3603753871419
2228,L49407,L,299.5,308.8,1895.5,20.4,164,0,0,0,0,0,0,9.300000000000011,198.49629582931507,4049.3244349180272,4.049324434918027,3345.6,0.7454545454545455,38668.2,416.15999999999997,3.0633909220278057
2229,H31642,H,299.4,308.6,1542.0,41.8,166,0,0,0,0,0,0,9.200000000000045,161.47786239451537,6749.774648090742,6.7497746480907415,6938.799999999999,0.7545454545454545,64455.6,1747.2399999999998,3.756538102587751
2230,L49409,L,299.4,308.7,1681.0,30.8,171,0,0,0,0,0,0,9.300000000000011,176.03390835614806,5421.844377369361,5.421844377369361,5266.8,0.7772727272727272,51774.8,948.6400000000001,3.459466289786131
2231,L49410,L,299.5,308.7,1446.0,45.7,173,0,0,0,0,0,0,9.199999999999989,151.42476590302803,6920.111801768381,6.920111801768381,7906.1,0.7863636363636364,66082.2,2088.4900000000002,3.8437441646748516
2232,L49411,L,299.4,308.6,1415.0,56.4,175,0,0,0,0,0,0,9.200000000000045,148.17845349431857,8357.264777079567,8.357264777079566,9870.0,0.7954545454545454,79806.0,3180.96,4.050044303325521
2233,L49412,L,299.5,308.6,1672.0,30.5,177,0,0,0,0,0,0,9.100000000000023,175.09143056007116,5340.288632082171,5.340288632082171,5398.5,0.8045454545454546,50996.0,930.25,3.449987545831587
2234,L49413,L,299.5,308.7,1895.5,13.0,179,1,0,0,1,0,0,9.199999999999989,198.49629582931507,2580.451845781096,2.580451845781096,2327.0,0.8136363636363636,24641.5,169.0,2.639057329615259
2235,L49414,L,299.4,308.6,1492.0,40.5,181,0,0,0,0,0,0,9.200000000000045,156.24187463853238,6327.795922860561,6.327795922860561,7330.5,0.8227272727272728,60426.0,1640.25,3.725693427236653
2236,M17095,M,299.4,308.6,1455.0,42.7,183,0,0,0,0,0,0,9.200000000000045,152.36724369910496,6506.081305951782,6.506081305951782,7814.1,0.8318181818181818,62128.50000000001,1823.2900000000002,3.7773481021015445
2237,M17096,M,299.3,308.5,1422.0,43.1,186,0,0,0,0,0,0,9.199999999999989,148.91149178015618,6418.085295724732,6.418085295724731,8016.6,0.8454545454545455,61288.200000000004,1857.6100000000001,3.7864597824528
2238,L49417,L,299.3,308.6,1403.0,50.6,189,0,0,0,0,0,0,9.300000000000011,146.92181643288265,7434.243911503862,7.434243911503862,9563.4,0.8590909090909091,70991.8,2560.36,3.9435216724875173
2239,L49418,L,299.3,308.6,1474.0,49.6,191,0,0,0,0,0,0,9.300000000000011,154.35691904637852,7656.103184700375,7.656103184700375,9473.6,0.8681818181818182,73110.40000000001,2460.1600000000003,3.92395157629342
2240,L49419,L,299.2,308.6,1381.0,50.0,193,0,0,0,0,0,0,9.400000000000034,144.61798182025012,7230.899091012506,7.230899091012506,9650.0,0.8772727272727273,69050.0,2500.0,3.9318256327243257
2241,L49420,L,299.2,308.5,1457.0,44.7,195,0,0,0,0,0,0,9.300000000000011,152.57668320934428,6820.17773945769,6.82017773945769,8716.5,0.8863636363636364,65127.9,1998.0900000000001,3.822098297900159
2242,L49421,L,299.2,308.4,1711.0,28.9,197,0,0,0,0,0,0,9.199999999999989,179.17550100973784,5178.171979181423,5.178171979181423,5693.299999999999,0.8954545454545455,49447.899999999994,835.2099999999999,3.3978584803966405
2243,L49422,L,299.2,308.4,1667.0,29.0,199,0,0,0,0,0,0,9.199999999999989,174.56783178447282,5062.467121749712,5.0624671217497115,5771.0,0.9045454545454545,48343.0,841.0,3.4011973816621555
2244,L49423,L,299.2,308.4,1465.0,35.0,201,0,0,0,0,0,0,9.199999999999989,153.41444125030156,5369.505443760555,5.369505443760555,7035.0,0.9136363636363637,51275.0,1225.0,3.58351893845611
2245,M17104,M,299.3,308.4,1542.0,37.5,203,1,1,0,0,0,0,9.099999999999966,161.47786239451537,6055.419839794326,6.055419839794326,7612.5,0.9227272727272727,57825.0,1406.25,3.6506582412937387
2246,M17105,M,299.3,308.4,1438.0,42.3,0,0,0,0,0,0,0,9.099999999999966,150.58700786207075,6369.830432565593,6.369830432565593,0.0,0.0,60827.399999999994,1789.2899999999997,3.768152635008444
2247,L49426,L,299.3,308.4,1406.0,47.4,3,0,0,0,0,0,0,9.099999999999966,147.23597569824162,6978.985248096653,6.978985248096653,142.2,0.013636363636363636,66644.4,2246.7599999999998,3.8794998137225862
2248,M17107,M,299.2,308.4,1396.0,48.5,5,0,0,0,0,0,0,9.199999999999989,146.18877814704504,7090.155740131685,7.090155740131685,242.5,0.022727272727272728,67706.0,2352.25,3.9019726695746444
2249,M17108,M,299.3,308.5,1304.0,60.6,8,0,0,0,0,0,0,9.199999999999989,136.55456067603635,8275.206376967802,8.275206376967802,484.8,0.03636363636363636,79022.40000000001,3672.36,4.120661870539474
2250,L49429,L,299.2,308.5,1442.0,46.5,11,0,0,0,0,0,0,9.300000000000011,151.0058868825494,7021.773740038547,7.0217737400385465,511.5,0.05,67053.0,2162.25,3.8607297110405954
2251,M17110,M,299.2,308.4,1396.0,48.7,13,0,0,0,0,0,0,9.199999999999989,146.18877814704504,7119.393495761094,7.119393495761094,633.1,0.05909090909090909,67985.2,2371.69,3.906004933102583
2252,H31665,H,299.1,308.3,1424.0,43.4,16,0,0,0,0,0,0,9.199999999999989,149.12093129039553,6471.8484180031655,6.471848418003166,694.4,0.07272727272727272,61801.6,1883.56,3.793239469438179
2253,H31666,H,299.1,308.3,1451.0,42.8,21,0,0,0,0,0,0,9.199999999999989,151.94836467862632,6503.390008245206,6.503390008245207,898.8,0.09545454545454546,62102.799999999996,1831.8399999999997,3.7796338173824005
2254,L49433,L,299.2,308.4,1386.0,54.1,26,0,0,0,0,0,0,9.199999999999989,145.14158059584844,7852.1595102354,7.8521595102354,1406.6000000000001,0.11818181818181818,74982.6,2926.81,4.009149716158869
2255,L49434,L,299.1,308.3,1325.0,46.9,28,0,0,0,0,0,0,9.199999999999989,138.7536755335492,6507.547382523458,6.507547382523458,1313.2,0.12727272727272726,62142.5,2199.6099999999997,3.8691155044168695
2256,L49435,L,299.1,308.3,1559.0,33.7,30,0,0,0,0,0,0,9.199999999999989,163.25809823154958,5501.797910403221,5.501797910403221,1011.0000000000001,0.13636363636363635,52538.3,1135.6900000000003,3.5467396869528134
2257,L49436,L,299.1,308.3,1489.0,38.1,32,0,0,0,0,0,0,9.199999999999989,155.92771537317338,5940.845955717906,5.940845955717906,1219.2,0.14545454545454545,56730.9,1451.6100000000001,3.66612246699132
2258,L49437,L,299.1,308.3,1892.0,25.2,34,0,0,0,0,0,0,9.199999999999989,198.1297766863963,4992.8703724971865,4.992870372497187,856.8,0.15454545454545454,47678.4,635.04,3.265759410767051
2259,L49438,L,299.1,308.2,1319.0,60.3,36,0,0,0,0,0,0,9.099999999999966,138.12535700283124,8328.959027270723,8.328959027270724,2170.7999999999997,0.16363636363636364,79535.7,3636.0899999999997,4.115779842942166
2260,L49439,L,299.1,308.3,1431.0,52.3,38,0,0,0,0,0,0,9.199999999999989,149.85396957623314,7837.362608836993,7.837362608836993,1987.3999999999999,0.17272727272727273,74841.3,2735.2899999999995,3.975936331171799
2261,H31674,H,299.1,308.3,1521.0,36.5,40,0,0,0,0,0,0,9.199999999999989,159.2787475370025,5813.674285100591,5.813674285100591,1460.0,0.18181818181818182,55516.5,1332.25,3.624340932976365
2262,M17121,M,299.1,308.2,1435.0,45.2,45,0,0,0,0,0,0,9.099999999999966,150.27284859671178,6792.332756571373,6.792332756571373,2034.0000000000002,0.20454545454545456,64862.00000000001,2043.0400000000002,3.832979798087693
2263,L49442,L,299.1,308.3,1533.0,42.4,48,0,0,0,0,0,0,9.199999999999989,160.5353845984384,6806.700306973788,6.806700306973789,2035.1999999999998,0.21818181818181817,64999.2,1797.76,3.770459441106359
2264,M17123,M,299.2,308.4,1529.0,43.0,50,0,0,0,0,0,0,9.199999999999989,160.1165055779598,6885.009739852271,6.885009739852271,2150.0,0.22727272727272727,65747.0,1849.0,3.784189633918261
2265,M17124,M,299.2,308.4,1415.0,43.5,53,0,0,0,0,0,0,9.199999999999989,148.17845349431857,6445.762727002858,6.445762727002858,2305.5,0.2409090909090909,61552.5,1892.25,3.7954891891721947
2266,M17125,M,299.2,308.4,1330.0,51.2,56,0,0,0,0,0,0,9.199999999999989,139.2772743091475,7130.996444628352,7.1309964446283525,2867.2000000000003,0.2545454545454545,68096.0,2621.4400000000005,3.955082494888593
2267,L49446,L,299.2,308.5,1381.0,60.6,59,0,0,0,0,0,0,9.300000000000011,144.61798182025012,8763.849698307158,8.763849698307158,3575.4,0.2681818181818182,83688.6,3672.36,4.120661870539474
2268,L49447,L,299.2,308.5,1370.0,52.4,61,0,0,0,0,0,0,9.300000000000011,143.46606451393387,7517.621780530135,7.517621780530135,3196.4,0.2772727272727273,71788.0,2745.7599999999998,3.977810745966149
2269,L49448,L,299.2,308.5,1438.0,46.6,63,0,0,0,0,0,0,9.300000000000011,150.58700786207075,7017.354566372497,7.017354566372497,2935.8,0.2863636363636364,67010.8,2171.56,3.8628327612373745
2270,L49449,L,299.3,308.6,1314.0,48.2,65,0,0,0,0,0,0,9.300000000000011,137.60175822723295,6632.404746552628,6.632404746552628,3133.0,0.29545454545454547,63334.8,2323.2400000000002,3.8958936234982624
2271,L49450,L,299.3,308.6,1437.0,48.1,67,0,0,0,0,0,0,9.300000000000011,150.4822881069511,7238.198057944348,7.238198057944348,3222.7000000000003,0.30454545454545456,69119.7,2313.61,3.893859034800475
2272,L49451,L,299.2,308.5,1821.0,26.1,69,0,0,0,0,0,0,9.300000000000011,190.69467407290043,4977.130993302701,4.977130993302701,1800.9,0.31363636363636366,47528.100000000006,681.21,3.299533727885655
2273,M17132,M,299.3,308.6,1448.0,52.1,71,0,0,0,0,0,0,9.300000000000011,151.63420541326735,7900.142102031229,7.9001421020312295,3699.1,0.32272727272727275,75440.8,2714.4100000000003,3.9721769282478934
2274,L49453,L,299.3,308.5,1589.0,32.7,74,0,0,0,0,0,0,9.199999999999989,166.3996908851394,5441.269891944059,5.441269891944059,2419.8,0.33636363636363636,51960.3,1069.2900000000002,3.517497837358316
2275,L49454,L,299.3,308.6,1520.0,33.7,76,0,0,0,0,0,0,9.300000000000011,159.17402778188287,5364.164736249453,5.364164736249453,2561.2000000000003,0.34545454545454546,51224.00000000001,1135.6900000000003,3.5467396869528134
2276,L49455,L,299.3,308.6,1605.0,37.0,78,0,0,0,0,0,0,9.300000000000011,168.07520696705393,6218.782657780996,6.218782657780996,2886.0,0.35454545454545455,59385.0,1369.0,3.6375861597263857
2277,L49456,L,299.3,308.7,1393.0,54.2,80,0,0,0,0,0,0,9.399999999999977,145.87461888168608,7906.404343387386,7.906404343387385,4336.0,0.36363636363636365,75500.6,2937.6400000000003,4.01096295328305
2278,H31691,H,299.3,308.7,1408.0,44.4,82,0,0,0,0,0,0,9.399999999999977,147.44541520848094,6546.576435256554,6.546576435256553,3640.7999999999997,0.37272727272727274,62515.2,1971.36,3.8155121050473024
2279,M17138,M,299.3,308.7,1459.0,35.6,87,0,0,0,0,0,0,9.399999999999977,152.7861227195836,5439.185968817176,5.439185968817176,3097.2000000000003,0.39545454545454545,51940.4,1267.3600000000001,3.6000482404073204
2280,L49459,L,299.4,308.7,1525.0,39.0,90,0,0,0,0,0,0,9.300000000000011,159.69762655748116,6228.207435741765,6.228207435741765,3510.0,0.4090909090909091,59475.0,1521.0,3.6888794541139363
2281,L49460,L,299.4,308.8,1390.0,57.0,92,0,0,0,0,0,0,9.400000000000034,145.56045961632708,8296.946198130643,8.296946198130643,5244.0,0.41818181818181815,79230.0,3249.0,4.060443010546419
2282,L49461,L,299.3,308.7,1536.0,38.9,94,0,0,0,0,0,0,9.399999999999977,160.8495438637974,6257.047256301719,6.257047256301719,3656.6,0.42727272727272725,59750.399999999994,1513.2099999999998,3.686376323895818
2283,L49462,L,299.4,308.7,1459.0,47.6,96,0,0,0,0,0,0,9.300000000000011,152.7861227195836,7272.61944145218,7.272619441452179,4569.6,0.43636363636363634,69448.40000000001,2265.76,3.883623530906448
2284,L49463,L,299.2,308.5,1387.0,51.1,98,0,0,0,0,0,0,9.300000000000011,145.24630035096808,7422.085947934469,7.422085947934469,5007.8,0.44545454545454544,70875.7,2611.21,3.9531649487593215
2285,L49464,L,299.2,308.5,1378.0,53.4,100,0,0,0,0,0,0,9.300000000000011,144.30382255489116,7705.824124431188,7.705824124431188,5340.0,0.45454545454545453,73585.2,2851.56,3.996364153861897
2286,L49465,L,299.4,308.7,1381.0,56.7,102,0,0,0,0,0,0,9.300000000000011,144.61798182025012,8199.839569208183,8.199839569208184,5783.400000000001,0.4636363636363636,78302.7,3214.8900000000003,4.055257173514054
2287,M17146,M,299.4,308.7,1289.0,60.5,104,0,0,0,0,0,0,9.300000000000011,134.98376434924143,8166.517743129106,8.166517743129106,6292.0,0.4727272727272727,77984.5,3660.25,4.119037174812473
2288,L49467,L,299.4,308.6,1746.0,26.8,107,0,0,0,0,0,0,9.200000000000045,182.84069243892597,4900.130557363216,4.900130557363216,2867.6,0.4863636363636364,46792.8,718.24,3.3250360206965914
2289,M17148,M,299.4,308.6,1541.0,39.1,109,0,0,0,0,0,0,9.200000000000045,161.3731426393957,6309.6898772003715,6.3096898772003716,4261.900000000001,0.4954545454545455,60253.100000000006,1528.8100000000002,3.6913763343125234
2290,L49469,L,299.4,308.7,1504.0,37.8,112,0,0,0,0,0,0,9.300000000000011,157.4985116999683,5953.443742258802,5.953443742258802,4233.599999999999,0.509090909090909,56851.2,1428.8399999999997,3.6584202466292277
2291,M17150,M,299.5,308.7,1321.0,51.9,114,0,0,0,0,0,0,9.199999999999989,138.33479651307056,7179.575939028362,7.1795759390283616,5916.599999999999,0.5181818181818182,68559.9,2693.6099999999997,3.9684033388642534
2292,M17151,M,299.5,308.8,1886.0,20.9,117,0,0,0,0,0,0,9.300000000000011,197.50145815567834,4127.780475453677,4.127780475453678,2445.2999999999997,0.5318181818181819,39417.399999999994,436.80999999999995,3.086486636822455
2293,L49472,L,299.6,308.9,1422.0,53.2,120,0,0,0,0,0,0,9.299999999999955,148.91149178015618,7922.091362704309,7.922091362704309,6384.0,0.5454545454545454,75650.40000000001,2830.2400000000002,3.9926809084456005
2294,L49473,L,299.5,308.9,1520.0,38.3,122,0,0,0,0,0,0,9.399999999999977,159.17402778188287,6096.365264046113,6.0963652640461135,4672.599999999999,0.5545454545454546,58215.99999999999,1466.8899999999999,3.6712245188752153
2295,L49474,L,299.4,308.8,1627.0,32.6,124,0,0,0,0,0,0,9.400000000000034,170.37904157968646,5554.356755497779,5.554356755497779,4042.4,0.5636363636363636,53040.200000000004,1062.76,3.5145260669691587
2296,L49475,L,299.4,308.7,1512.0,37.2,126,0,0,0,0,0,0,9.300000000000011,158.3362697409256,5890.109234362432,5.890109234362432,4687.200000000001,0.5727272727272728,56246.4,1383.8400000000001,3.6428355156125294
2297,L49476,L,299.4,308.7,1553.0,42.7,128,0,0,0,0,0,0,9.300000000000011,162.62977970083162,6944.291593225511,6.944291593225511,5465.6,0.5818181818181818,66313.1,1823.2900000000002,3.7773481021015445
2298,L49477,L,299.3,308.7,1802.0,26.0,130,0,0,0,0,0,0,9.399999999999977,188.7049987256269,4906.329966866299,4.906329966866299,3380.0,0.5909090909090909,46852.0,676.0,3.295836866004329
2299,L49478,L,299.3,308.6,1482.0,37.6,132,0,0,0,0,0,0,9.300000000000011,155.1946770873358,5835.3198584838265,5.835319858483826,4963.2,0.6,55723.200000000004,1413.7600000000002,3.653252276470785
2300,L49479,L,299.4,308.7,1446.0,62.9,134,1,0,0,1,0,0,9.300000000000011,151.42476590302803,9524.617775300463,9.524617775300463,8428.6,0.6090909090909091,90953.4,3956.41,4.157319361383489
2301,L49480,L,299.3,308.6,1371.0,50.5,136,0,0,0,0,0,0,9.300000000000011,143.57078426905355,7250.324605587204,7.250324605587204,6868.0,0.6181818181818182,69235.5,2550.25,3.9415818076696905
2302,M17161,M,299.2,308.6,1586.0,35.7,138,0,0,0,0,0,0,9.400000000000034,166.0855316197804,5929.253478826161,5.929253478826161,4926.6,0.6272727272727273,56620.200000000004,1274.4900000000002,3.6027767550605247
